,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
8040,15627439,624,Spain,Female,36,10,0.0,2,0,1,186180.42
5924,15674368,738,France,Female,39,1,94435.45,2,0,1,189430.86
2063,15571305,588,Germany,Female,35,1,103060.63,1,1,0,179866.01
1734,15808846,672,Germany,Female,21,3,165878.76,2,1,1,164537.17
7575,15687634,561,Germany,Male,49,5,94754.0,1,1,1,26691.31
5468,15738150,591,France,Male,45,5,0.0,2,1,1,155492.87
6744,15611287,777,France,Female,30,4,0.0,2,0,1,115611.97
2826,15628813,693,France,Female,43,4,152341.55,1,1,0,9241.78
2421,15574842,653,Germany,Female,25,2,158266.42,3,1,1,199357.24
9113,15760662,521,Germany,Female,29,2,87212.8,1,1,1,994.86
6261,15595162,708,Spain,Female,35,8,122570.69,1,0,0,199005.88
557,15634844,598,Germany,Male,41,3,91536.93,1,1,0,191468.78
7500,15652289,694,France,Male,47,4,0.0,2,1,0,197528.62
5154,15590966,729,Germany,Female,42,4,97495.8,2,0,0,2002.5
9425,15683977,687,Spain,Female,72,4,0.0,2,1,1,50267.69
2711,15775741,608,France,Female,28,9,0.0,2,1,1,125062.02
8838,15731148,558,France,Male,33,0,108477.49,1,1,1,109096.71
9934,15774586,692,Germany,Female,43,10,118588.83,1,1,1,161241.65
9812,15711572,705,Germany,Female,31,9,110941.93,2,1,0,163484.8
2019,15756668,706,France,Male,30,3,98415.37,1,1,1,110520.48
1003,15701301,646,France,Female,42,3,175159.9,2,0,0,67124.48
9237,15655175,740,Germany,Male,40,4,114318.78,2,1,0,129333.69
6528,15696506,604,Spain,Male,27,9,101352.78,1,0,0,30252.3
2510,15607993,625,France,Female,52,2,79468.96,1,1,1,84606.03
1987,15758606,738,France,Male,54,4,0.0,1,0,1,55725.04
1202,15724334,529,France,Male,22,5,0.0,1,1,0,151169.83
3969,15743673,551,Spain,Male,27,2,113873.22,1,1,1,85129.77
8320,15602354,564,Germany,Male,33,3,109341.87,1,1,0,75632.78
3404,15576928,573,France,Female,23,2,0.0,1,1,0,122964.18
780,15737051,639,France,Male,27,8,0.0,2,1,0,192247.35
2571,15652527,680,France,Male,44,7,108724.98,1,0,1,72330.46
3808,15698117,701,Germany,Male,41,0,150844.94,1,0,1,127623.36
9321,15686099,563,Spain,Male,61,1,82182.1,1,1,0,106826.92
4335,15810460,708,Spain,Female,64,5,0.0,3,0,1,112520.07
7461,15645571,596,Spain,Male,32,4,0.0,2,0,1,146504.35
2939,15591915,533,France,Female,39,2,0.0,1,0,1,73669.94
993,15782899,661,Spain,Female,28,7,95357.49,1,0,0,102297.15
6293,15783083,534,France,Male,27,9,0.0,2,1,0,161344.13
3390,15618213,674,France,Female,32,7,85757.93,1,1,1,95481.0
772,15639314,589,France,Male,32,2,0.0,2,0,1,9468.64
471,15683625,703,France,Male,37,1,149762.08,1,1,0,20629.4
437,15624623,516,France,Male,35,10,104088.59,2,0,0,119666.0
7318,15771856,632,Spain,Female,32,1,0.0,2,1,0,19525.65
812,15578980,516,Spain,Female,33,3,0.0,2,1,1,58685.59
2337,15660688,701,Spain,Female,35,9,0.0,2,0,0,170996.86
2822,15603582,569,Spain,Female,34,3,0.0,1,1,0,133997.53
6727,15610416,745,France,Female,36,9,0.0,1,1,0,19605.18
7593,15588019,418,France,Male,28,7,98738.92,1,1,0,122190.22
8398,15582116,767,Germany,Female,45,7,132746.2,2,1,0,26628.88
6842,15797787,614,France,Male,36,1,118311.76,1,1,0,146134.68
9658,15712264,713,France,Female,39,10,0.0,2,1,1,126263.97
1090,15604304,539,Germany,Female,34,4,91622.42,1,1,1,136603.42
3733,15713374,689,Germany,Male,67,9,157094.78,1,1,1,99490.01
701,15659098,669,France,Male,30,7,95128.86,1,0,0,19799.26
9461,15728605,697,France,Male,40,4,0.0,2,0,1,26543.28
4304,15770576,555,Spain,Male,50,7,128061.0,2,1,1,62375.1
1835,15583718,696,Germany,Male,38,6,142316.14,1,1,1,8018.49
3903,15678129,643,Spain,Female,45,9,150840.03,2,1,0,155516.35
2430,15689351,742,Germany,Female,41,4,92805.72,1,0,1,73743.95
3036,15610403,659,France,Male,43,1,106086.42,2,1,0,26900.63
1123,15596800,779,Germany,Male,33,1,158456.76,1,1,1,197000.92
3775,15709004,528,Germany,Male,22,5,93547.23,2,0,1,961.57
2312,15724223,545,France,Female,55,5,0.0,1,0,0,10034.77
8716,15576022,565,France,Male,38,5,0.0,2,0,1,80630.32
5943,15658813,645,France,Female,55,7,0.0,2,1,1,18369.33
4802,15756871,512,Spain,Male,39,3,0.0,1,1,0,134878.19
8493,15727619,753,Germany,Female,46,9,113909.69,3,1,0,92320.37
5667,15719017,672,France,Female,34,8,0.0,2,1,1,16245.25
9140,15784323,449,France,Female,21,7,0.0,2,0,0,175743.92
7659,15598586,680,France,Male,31,10,113292.17,1,1,1,122639.73
2767,15747265,598,Germany,Female,27,10,171283.91,1,1,1,84136.12
242,15813844,703,France,Male,37,8,105961.68,2,0,1,74158.8
5430,15746028,714,France,Female,24,7,0.0,2,1,0,166335.0
290,15652266,703,Germany,Male,42,9,63227.0,1,0,1,137316.32
2631,15681196,629,France,Male,35,1,172170.36,1,1,1,159777.37
3785,15803842,752,Germany,Female,45,3,105426.5,2,0,1,89773.45
4627,15715744,605,France,Male,39,7,0.0,1,0,1,119348.28
8849,15721433,664,France,Female,38,4,74306.19,2,1,0,154395.56
4457,15743617,713,Germany,Male,47,1,95994.98,1,1,0,197529.23
4212,15773512,627,Spain,Female,25,4,0.0,1,1,1,194313.93
4958,15594502,655,France,Male,37,6,109093.41,2,1,0,1775.52
8164,15581370,681,Spain,Male,38,2,99811.44,2,1,0,23531.5
5896,15645136,744,Spain,Male,30,1,128065.12,1,1,0,121525.48
2018,15696703,691,Germany,Male,27,3,160358.68,2,1,0,142367.72
3169,15688172,677,Spain,Male,40,5,0.0,2,1,0,88947.56
586,15722010,621,Spain,Male,53,9,170491.84,1,1,0,35588.07
2901,15603246,498,France,Male,73,2,170241.7,2,1,1,165407.96
6574,15661290,785,Germany,Female,38,9,107199.75,1,0,0,146398.51
7213,15623210,484,Germany,Female,55,8,149349.58,3,0,0,137519.92
6784,15570912,728,Germany,Female,32,9,127772.1,2,1,1,152643.48
1626,15588248,617,France,Female,28,0,0.0,2,1,1,7597.83
1171,15640454,693,Germany,Male,40,0,120711.73,1,0,0,27345.18
1298,15572360,683,France,Male,30,10,57657.49,1,0,0,79240.9
8342,15773876,655,France,Female,34,3,0.0,2,1,0,159638.77
5404,15801417,657,France,Male,37,4,82500.28,1,1,1,115260.72
5518,15578375,628,France,Male,39,6,0.0,2,0,0,134441.6
8588,15742809,712,Spain,Female,29,7,77919.78,1,1,0,122547.58
3666,15725068,701,Spain,Female,21,9,0.0,2,1,1,26327.42
8677,15757829,609,Germany,Female,40,10,137389.77,2,1,0,170122.22
6769,15625929,762,France,Female,44,7,159316.64,1,0,0,24780.13
231,15627000,610,France,Male,40,0,0.0,2,1,0,62232.6
8518,15677288,599,France,Male,50,3,121159.65,1,0,0,4033.39
4906,15571244,809,Spain,Female,33,3,0.0,2,0,1,141426.78
7530,15711299,711,Germany,Female,52,8,145262.54,1,0,1,131473.31
8795,15716608,651,Spain,Male,38,2,0.0,3,1,0,67029.82
6537,15782364,521,Spain,Female,39,3,146408.68,1,0,0,72993.67
116,15705512,668,Germany,Female,37,6,167864.4,1,1,0,115638.29
8968,15572428,717,Germany,Female,33,0,115777.23,1,1,1,81508.1
5019,15584113,823,Germany,Female,53,4,124954.94,1,0,1,131259.6
633,15724282,540,Germany,Male,44,3,164113.04,2,1,1,12120.79
1369,15722902,652,Germany,Male,50,8,125437.64,1,1,1,17160.94
3220,15674331,576,Germany,Male,30,7,132174.41,2,0,0,93767.03
6126,15790935,535,France,Female,29,5,0.0,2,0,1,52709.55
5532,15602572,720,France,Male,33,9,0.0,2,1,1,142956.48
440,15782735,626,France,Female,35,3,0.0,1,0,0,80190.36
5001,15649354,754,Spain,Male,35,4,0.0,2,1,1,9658.41
6978,15778604,571,France,Female,47,7,0.0,2,0,0,112366.98
1246,15721189,666,France,Female,66,7,0.0,2,1,1,99792.82
969,15605926,649,Germany,Male,70,9,116854.71,2,0,1,107125.79
8593,15722037,610,Germany,Male,36,7,115462.02,1,0,1,42581.04
9238,15639133,773,France,Female,50,4,0.0,2,1,0,129372.94
3508,15614230,426,France,Female,34,3,0.0,2,1,1,61230.83
9162,15606097,665,Germany,Male,63,7,104469.58,1,1,1,25165.36
5023,15615254,555,France,Male,40,10,43028.77,1,1,0,170514.21
215,15723488,668,Germany,Male,47,7,106854.21,1,0,1,157959.02
5192,15607884,663,France,Female,39,8,0.0,2,1,1,101168.9
9012,15718406,540,France,Male,41,3,0.0,2,1,0,121098.65
59,15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28
898,15654700,523,France,Female,40,2,102967.41,1,1,0,128702.1
3822,15626985,850,France,Female,39,0,104386.53,1,1,0,105886.77
9644,15728480,452,France,Female,35,8,0.0,2,1,1,149614.81
3420,15654519,680,France,Male,31,1,0.0,2,1,1,3148.2
5480,15659094,765,Germany,Female,34,8,136729.51,2,0,0,47058.21
68,15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85
9777,15777743,705,France,Female,39,3,92224.56,1,1,1,54517.25
8161,15615352,588,France,Male,31,4,99607.37,2,0,1,35877.03
4919,15625941,682,Spain,Female,50,10,128039.01,1,1,1,102260.16
6157,15612444,549,France,Male,29,3,0.0,2,1,0,146090.38
7966,15750574,677,Spain,Female,34,4,0.0,2,1,1,6175.53
9852,15718765,501,Spain,Male,43,6,104533.24,1,0,0,81123.59
1405,15612494,359,France,Female,44,6,128747.69,1,1,0,146955.71
2062,15724443,703,Germany,Female,29,3,122084.63,1,0,1,82824.08
8436,15617538,834,Spain,Male,40,7,0.0,2,0,0,45038.74
9132,15737194,635,France,Female,33,5,0.0,2,1,0,122949.71
9829,15724200,584,France,Male,38,1,115341.55,1,0,1,173632.92
171,15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96
6145,15653065,530,Spain,Female,22,7,0.0,2,1,0,104170.48
7256,15585928,821,Germany,Female,31,2,68927.57,1,1,1,25445.0
5296,15702462,619,Spain,Female,44,6,52831.13,1,1,1,112649.22
8218,15634792,516,France,Female,40,9,0.0,2,0,1,33266.29
2581,15634719,704,France,Male,31,0,0.0,2,1,0,183038.33
6112,15654372,462,Germany,Male,34,1,94682.56,2,1,0,138478.2
2948,15694395,620,France,Female,29,1,138740.24,2,0,0,154700.61
1879,15768095,579,France,Male,31,9,0.0,1,0,1,139048.0
6907,15661433,519,France,Male,34,5,0.0,1,1,0,68479.6
1984,15737605,531,Spain,Female,45,1,126495.57,2,1,1,164741.5
963,15731815,529,Spain,Male,63,4,96134.11,3,1,0,108732.96
8527,15586931,694,Spain,Male,39,3,0.0,1,1,1,95625.03
1500,15590146,630,France,Male,50,1,81947.76,1,0,1,63606.22
3489,15809817,593,Spain,Male,43,10,0.0,2,0,0,53478.02
3629,15738291,671,France,Female,48,8,115713.84,2,0,0,83210.84
7553,15792107,719,Spain,Female,35,8,0.0,1,1,1,165162.4
1308,15662294,710,France,Male,33,10,118327.17,2,1,1,192928.82
9460,15581089,744,Spain,Male,35,7,0.0,2,1,1,43036.6
4895,15589435,784,France,Male,31,7,0.0,2,1,1,143204.41
7893,15647807,642,France,Male,40,8,109219.83,1,1,0,52827.51
4237,15736271,498,France,Female,29,9,0.0,1,1,0,190035.83
3773,15747854,749,France,Female,35,3,0.0,3,1,1,132649.85
1620,15657386,712,Germany,Male,43,1,141749.74,2,0,1,90905.26
8130,15588928,704,France,Male,47,5,0.0,2,1,1,145338.61
7716,15687540,684,France,Male,32,9,100249.41,2,0,1,67599.69
6869,15654457,685,Spain,Female,30,2,0.0,3,1,1,172576.43
6411,15791172,672,Germany,Female,21,1,35741.69,1,1,0,28789.94
1964,15738318,800,France,Female,40,5,97764.41,1,1,0,98640.15
7501,15605341,681,France,Female,58,8,93173.88,1,1,1,139761.25
7348,15813363,448,Spain,Male,25,2,0.0,2,0,0,95215.73
3364,15763544,673,France,Male,47,1,0.0,2,0,0,108762.16
9168,15650018,681,France,Female,43,8,154100.3,1,0,0,114659.81
8117,15639117,624,Spain,Female,34,6,0.0,1,1,0,582.59
3303,15784320,632,France,Female,44,3,133793.89,1,1,1,34607.14
7860,15716501,659,France,Male,32,9,95377.13,1,0,1,187551.24
4953,15684516,629,Spain,Male,34,1,121151.05,1,0,0,119357.93
6440,15772559,790,France,Female,47,10,148636.21,1,0,1,16119.96
8357,15603035,651,France,Male,34,3,0.0,2,1,1,105599.65
8037,15573045,547,France,Male,62,10,127738.75,2,1,1,85153.0
6619,15586517,647,France,Male,32,5,97041.16,1,1,1,23132.73
63,15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36
5661,15613945,472,France,Female,26,5,0.0,2,1,0,108411.66
7849,15627395,643,Germany,Male,41,7,154902.66,1,1,1,49667.28
3973,15669281,711,Spain,Male,38,3,128718.78,1,0,0,114793.45
8727,15567437,734,Germany,Female,30,7,123040.38,1,1,1,76503.06
8155,15715715,799,Spain,Male,38,2,0.0,2,1,1,59297.34
2140,15616931,653,France,Male,41,8,102768.42,1,1,0,55663.85
3674,15749693,658,France,Female,32,9,0.0,2,1,0,156774.75
3831,15695356,722,France,Male,46,5,0.0,2,1,0,179908.71
4011,15732307,694,Germany,Male,33,4,124067.32,1,1,1,77906.87
3904,15566633,698,Germany,Male,55,8,155059.1,2,1,1,144584.29
1242,15813132,696,Germany,Male,30,4,114027.7,1,1,1,193716.56
3599,15767921,613,France,Male,41,7,0.0,2,1,0,60297.72
2605,15620398,635,Spain,Female,34,5,98683.47,2,1,0,15733.19
4081,15762821,721,Spain,Male,33,5,0.0,2,0,1,117626.9
5516,15569878,592,France,Male,37,3,96651.03,1,1,1,3232.82
8761,15738088,634,Spain,Male,63,10,0.0,2,1,0,30772.86
5108,15777772,650,Spain,Male,55,9,119618.42,1,1,1,29861.13
7815,15735784,583,France,Male,38,8,0.0,1,1,0,47848.56
3659,15664668,534,France,Female,42,9,144801.97,1,0,1,12483.39
941,15676521,696,France,Female,31,8,0.0,2,0,0,191074.11
1278,15641690,681,Spain,Male,67,7,0.0,2,0,1,163714.92
1611,15781553,760,Germany,Female,49,9,91502.99,1,1,0,117232.9
1198,15678058,584,France,Male,38,9,104584.16,1,1,0,176678.72
3162,15600379,608,Spain,Male,34,7,86656.13,1,0,1,59890.29
9302,15752534,744,France,Male,36,10,0.0,2,1,1,182867.84
7635,15702030,516,France,Female,29,2,104982.57,1,1,0,157378.5
1800,15794122,713,France,Female,59,3,0.0,2,1,1,62700.08
6066,15580249,502,France,Male,45,0,0.0,1,0,0,84663.21
4704,15754113,588,France,Female,35,0,0.0,2,1,1,155485.24
9707,15687431,642,France,Female,41,7,115171.71,1,1,1,37674.47
1762,15815660,758,France,Female,34,1,154139.45,1,1,1,60728.89
6162,15627385,748,France,Male,34,5,84009.47,1,1,1,137001.1
1070,15648075,686,Germany,Female,47,5,170935.94,1,1,0,173179.79
4214,15642710,686,France,Male,26,7,0.0,2,1,0,1540.89
3050,15699247,791,France,Female,44,5,0.0,2,1,1,123977.86
972,15605918,635,Germany,Male,43,5,78992.75,2,0,0,153265.31
5042,15593468,850,France,Female,33,3,0.0,2,1,1,11159.19
6265,15624471,850,France,Male,37,6,0.0,2,1,0,109291.22
3589,15785406,446,France,Female,51,4,105056.13,1,0,0,70613.52
8814,15589725,740,France,Female,51,4,0.0,2,1,1,178929.84
3588,15571958,489,Spain,Male,40,3,221532.8,1,1,0,171867.08
2466,15719809,516,Germany,Male,32,3,145166.09,2,0,0,111421.45
6004,15802088,521,Spain,Female,22,10,0.0,1,1,1,101311.95
1318,15665077,598,France,Female,43,5,0.0,3,1,1,100722.72
6231,15729238,631,Germany,Male,48,1,106396.48,1,1,1,150661.42
9336,15594450,695,France,Male,49,9,159458.53,1,1,0,135841.35
7273,15671582,660,Spain,Male,38,6,109869.32,1,1,1,154641.91
6473,15595557,798,France,Male,22,8,0.0,2,1,0,107615.43
513,15593601,734,France,Male,34,6,133598.4,1,1,1,13107.24
8975,15763415,567,Germany,Male,41,0,134378.89,1,1,1,105746.94
3382,15570629,655,Germany,Female,72,5,138089.97,2,1,1,99920.41
7218,15767231,757,France,Male,36,7,144852.06,1,0,0,130861.95
219,15774854,592,France,Male,54,8,0.0,1,1,1,28737.71
9332,15638882,710,Germany,Female,62,9,148214.36,1,1,0,48571.14
7726,15757617,735,France,Male,55,6,134140.68,1,1,0,2267.88
7738,15768746,561,France,Male,33,6,0.0,2,0,0,173680.39
4930,15569670,627,Germany,Male,30,6,112372.96,1,1,1,118029.09
9227,15644977,776,France,Female,31,5,0.0,2,1,0,92647.94
3682,15572626,620,Spain,Male,44,8,0.0,2,1,1,15627.51
3031,15638963,678,France,Female,22,4,174852.89,1,1,1,28149.06
8841,15718769,557,Spain,Male,36,1,113110.26,1,1,0,98413.1
4029,15634218,501,Germany,Male,27,4,95331.83,2,1,0,132104.76
2818,15806837,669,France,Male,37,4,0.0,1,1,0,132540.33
6846,15809309,689,Spain,Female,40,5,154251.67,1,0,1,118319.5
684,15747867,583,France,Male,24,9,135125.28,1,0,0,89801.9
6133,15620735,667,Germany,Female,33,4,127076.68,2,1,0,69011.66
5717,15628824,665,France,Female,37,5,160389.82,1,0,1,183542.08
1181,15624428,651,Germany,Female,24,7,40224.7,1,1,1,178341.33
718,15696859,474,France,Male,45,10,0.0,2,0,0,172175.9
9575,15604732,483,France,Female,30,9,0.0,2,0,0,136356.97
6626,15619932,847,France,Male,66,7,123760.68,1,0,1,53157.16
5289,15741195,613,Spain,Male,19,5,0.0,1,1,1,176903.35
1062,15631189,613,Germany,Male,38,9,67111.65,1,1,0,78566.64
4096,15758775,820,Spain,Male,34,10,97208.46,1,1,1,59553.34
5674,15767598,540,Spain,Male,28,8,0.0,2,0,0,197588.32
5080,15764405,731,France,Male,29,10,0.0,2,1,1,162452.65
4185,15642570,675,Spain,Male,35,8,0.0,2,1,0,29062.25
4957,15600478,752,France,Male,39,3,0.0,1,1,0,188187.05
9057,15764153,704,France,Female,33,0,130499.09,2,1,1,74804.36
7040,15655658,678,France,Female,48,2,0.0,2,1,1,32301.88
2134,15610355,713,France,Male,44,1,63438.91,1,1,0,64375.4
2875,15641640,545,Spain,Female,33,7,173331.52,1,1,0,150452.88
892,15585255,577,France,Male,42,9,0.0,1,1,0,74077.91
775,15752137,648,France,Male,33,7,134944.0,1,1,1,117036.38
224,15568748,671,Germany,Male,45,6,99564.22,1,1,1,108872.45
556,15705515,587,Germany,Male,40,5,138241.9,2,1,0,159418.1
4740,15618661,535,France,Male,30,6,103804.97,1,1,1,125710.53
5172,15813095,553,France,Male,37,2,0.0,2,1,0,33877.29
1490,15761976,797,Spain,Female,31,8,0.0,2,1,0,117916.63
4839,15649150,531,France,Female,53,5,127642.44,1,1,0,141501.45
867,15756804,636,France,Female,48,1,170833.46,1,1,0,110510.28
3472,15761692,594,France,Male,40,9,122417.17,2,0,1,190882.69
3898,15750156,662,Germany,Male,59,2,104568.41,1,1,0,8059.44
7412,15631693,697,France,Male,36,7,0.0,2,1,1,74760.32
2257,15698349,686,Spain,Female,35,4,0.0,2,1,1,159676.55
5930,15645744,826,France,Female,30,5,0.0,2,0,1,157397.57
2668,15582325,524,France,Male,52,2,87894.26,1,1,0,173899.42
9197,15611947,557,France,Male,34,3,83074.0,1,1,0,132673.22
2937,15782806,718,Spain,Male,28,6,0.0,2,1,0,146875.86
9655,15668971,583,France,Female,40,4,55776.39,2,1,0,26920.43
3410,15595937,430,Germany,Male,36,1,138992.48,2,0,0,122373.42
2569,15700657,641,Germany,Female,40,2,110086.69,1,1,0,159773.14
3383,15665766,698,Germany,Male,39,9,133191.19,2,0,1,53289.49
2141,15758372,674,France,Male,18,7,0.0,2,1,1,55753.12
427,15806964,702,France,Male,45,0,80793.58,1,1,1,27474.81
6379,15770543,679,France,Male,37,7,74260.03,1,1,0,194617.98
882,15785519,565,France,Male,36,6,106192.1,1,1,0,149575.59
3805,15597394,668,Spain,Male,34,0,0.0,1,0,0,99984.86
6515,15810898,803,France,Female,65,2,151659.52,2,0,1,6930.17
6316,15765643,725,France,Male,37,6,124348.38,2,0,1,176984.34
9982,15768163,655,Germany,Female,46,7,137145.12,1,1,0,115146.4
6759,15660878,705,France,Male,92,1,126076.24,2,1,1,34436.83
9639,15650924,761,Spain,Female,32,4,103515.39,2,1,1,177622.38
9045,15749951,766,Germany,Male,27,5,126285.73,1,1,0,177614.17
4302,15791867,544,Germany,Male,44,2,108895.93,1,0,0,69228.2
1488,15625824,596,Spain,Male,30,6,121345.88,4,1,0,41921.75
4812,15601172,672,France,Male,31,6,91125.75,1,1,0,177295.92
5101,15721462,622,Spain,Female,58,2,0.0,2,1,1,33277.31
6060,15669253,754,Spain,Male,39,7,157691.98,2,1,0,133600.89
9437,15804864,670,France,Female,27,5,79336.61,1,1,1,26170.08
2703,15627352,459,Germany,Male,46,7,110356.42,1,1,0,4969.13
8283,15754569,664,France,Male,57,1,0.0,2,1,1,56562.57
6629,15734365,579,France,Male,39,5,0.0,2,0,1,39891.84
5551,15800251,583,Germany,Female,26,10,72835.56,2,1,0,96792.15
5692,15662662,573,France,Female,30,6,0.0,2,1,0,66190.21
1791,15776467,702,Spain,Female,35,8,14262.8,2,1,0,54689.16
4834,15702912,752,Spain,Female,35,2,0.0,1,1,0,44335.54
2125,15777923,544,France,Female,45,6,0.0,2,0,1,151401.33
902,15792388,645,France,Female,48,7,90612.34,1,1,1,149139.13
8049,15808868,652,France,Female,31,3,103696.97,3,0,0,155221.05
5944,15715709,696,Germany,Male,43,4,114091.38,1,0,1,159888.1
3803,15651264,850,Germany,Male,51,4,124425.99,1,0,0,118545.49
3757,15679284,593,Spain,Female,45,6,79259.75,1,1,0,55347.28
7675,15618258,640,Spain,Male,37,5,158024.38,1,1,0,81298.09
4941,15715047,640,Spain,Male,43,9,172478.15,1,1,0,191084.4
1179,15814032,807,Germany,Female,31,1,93460.47,2,0,0,172782.69
4551,15715673,651,Spain,Female,46,4,89743.05,1,1,0,156425.57
3225,15785170,850,Germany,Female,32,0,116968.91,1,0,0,175094.62
7375,15638871,639,France,Male,77,6,80926.02,2,1,1,55829.25
8530,15703354,808,France,Female,33,2,103516.87,1,1,0,113907.8
1430,15703143,820,France,Female,29,3,82344.84,1,0,1,115985.38
2133,15726354,688,France,Female,32,6,123157.95,1,1,0,172531.23
1260,15743532,704,Germany,Male,27,5,147004.34,1,1,0,64381.33
3148,15810075,648,France,Female,39,6,130694.89,2,1,1,153955.38
5121,15708422,677,Spain,Female,35,0,0.0,2,0,0,76637.38
3548,15776827,770,Germany,Male,37,5,141547.26,2,0,1,180326.83
9390,15619130,752,Germany,Female,37,5,113291.05,2,1,1,132467.54
4038,15684461,469,Spain,Female,31,6,0.0,1,1,0,146213.75
9725,15712536,625,France,Female,36,3,0.0,2,1,0,41295.1
6179,15759741,591,Germany,Female,34,4,150635.3,1,1,1,72274.84
2706,15595071,696,France,Male,22,9,149777.0,1,1,1,198032.93
551,15657284,674,Germany,Male,47,6,106901.94,1,1,1,2079.2
2680,15813532,625,France,Female,39,5,0.0,2,1,0,32615.21
5878,15692918,604,Germany,Male,36,10,113546.3,1,1,1,134875.37
5833,15624519,656,Germany,Female,49,9,97092.87,1,1,0,74771.22
3868,15585490,746,France,Female,34,4,0.0,1,0,1,65166.6
4826,15713346,794,France,Male,24,10,146126.75,1,1,1,88992.05
9203,15774401,773,Spain,Male,51,4,0.0,2,0,0,123587.83
9009,15729087,751,Germany,Male,54,9,156367.6,2,0,1,116179.92
6459,15632125,606,Germany,Male,45,5,63832.43,1,1,1,93707.8
864,15805449,594,France,Male,38,4,0.0,2,0,0,186884.04
3116,15666675,753,France,Female,39,7,155062.8,1,1,1,16460.77
4334,15754649,705,Spain,Female,57,3,0.0,2,1,1,34134.14
5451,15657830,663,France,Male,43,4,87624.03,2,1,0,149401.33
8590,15633194,771,France,Female,41,10,108309.0,4,1,1,137510.41
7106,15723989,646,France,Male,40,5,93680.43,2,1,1,179473.26
5973,15691823,672,France,Male,37,5,153195.59,1,1,1,162763.01
9393,15686060,670,Germany,Male,43,9,111677.88,1,1,0,178827.3
4968,15572158,604,Spain,Male,41,3,0.0,1,0,0,11819.84
5050,15663294,703,France,Male,32,1,125685.79,1,1,1,56246.72
7145,15723827,683,France,Male,30,4,114779.35,1,0,0,183171.47
3400,15750874,676,France,Male,31,3,78990.15,1,1,1,124777.14
2930,15573452,663,Germany,Male,42,7,115930.87,1,1,0,19862.78
9248,15648638,629,Spain,Male,34,6,0.0,2,1,0,190347.72
7159,15798895,525,France,Female,59,6,55328.4,1,1,0,83342.73
4948,15716357,772,Spain,Female,39,4,122486.11,2,1,1,140709.25
